OBJECT_NAME,TLE_LINE1,TLE_LINE1
NOAA 17 DEB,1 48754U 02032CP  24002.42526274  .00010108  00000-0  34215-2 0  9992,2 48754  98.9520 349.7807 0025533   4.3870 355.7534 14.36808144144191
NOAA 17 DEB,1 48755U 02032CQ  24001.35892507  .00007598  00000-0  21001-2 0  9997,2 48755  98.7070 334.8724 0027158 193.8318 166.2132 14.46780120144912
NOAA 17 DEB,1 48756U 02032CR  23364.32888310  .00009228  00000-0  32888-2 0  9990,2 48756  98.7917 324.2449 0019260  57.3845 302.9195 14.34334163143156
NOAA 17 DEB,1 48757U 02032CS  24001.66191161  .00014162  00000-0  42864-2 0  9996,2 48757  98.6454 317.6507 0036723 321.0380  38.8164 14.42012306143872
NOAA 17 DEB,1 48758U 02032CT  24002.30522260  .00007198  00000-0  26071-2 0  9990,2 48758  98.7015 316.7218 0012203  41.9647 318.2470 14.33667620143596
NOAA 17 DEB,1 48759U 02032CU  23365.92195966  .00009314  00000-0  22480-2 0  9991,2 48759  98.8373 354.9213 0056678 130.8552 229.7574 14.52403484144758
NOAA 17 DEB,1 48760U 02032CV  24002.38711508  .00010461  00000-0  27539-2 0  9993,2 48760  98.7210 340.5111 0031772 181.1811 178.9311 14.48931324143782
NOAA 17 DEB,1 48761U 02032CW  24001.34174931  .00006789  00000-0  23112-2 0  9993,2 48761  98.6906 318.5859 0006876  84.4549 275.7421 14.36819234142619
NOAA 17 DEB,1 48762U 02032CX  23354.80592197  .00119313  00000-0  11405-1 0  9992,2 48762  98.6720 349.0531 0042757  89.9205 270.6911 14.91939442142261
NOAA 17 DEB,1 48763U 02032CY  24001.85707763  .00045675  00000-0  54206-2 0  9991,2 48763  98.9491  38.6659 0045899 141.7338 218.7145 14.83535016144327
NOAA 17 DEB,1 48765U 02032DA  24001.34308200  .00007336  00000-0  21652-2 0  9991,2 48765  98.6892 328.2415 0017511 197.9286 162.1288 14.43741985142210
NOAA 17 DEB,1 48766U 02032DB  24001.04764867  .00005397  00000-0  19582-2 0  9998,2 48766  98.5685 300.6833 0011761  74.1507 286.0973 14.33689795141395
THOR ABLESTAR DEB,1 48810U 61015MN  23364.27887845  .00000155  00000-0  17786-3 0  9994,2 48810  66.8553 305.6717 0130261  24.6599 126.3480 13.89030139512350
THOR ABLESTAR DEB,1 48811U 61015MP  23365.30036816  .00000346  00000-0  39609-3 0  9994,2 48811  67.0610 324.3897 0098643  85.1615 276.0715 13.78841428508654
THOR ABLESTAR DEB *,1 48812U 61015MQ  24002.05488398 -.00000331  00000-0 -16228-2 0  9999,2 48812  67.3184  29.7644 0351554 203.0199 155.4717 12.43551742461569
THOR ABLESTAR DEB,1 48813U 61015MR  24002.05191690  .00002324  00000-0  39507-2 0  9993,2 48813  66.6589 254.3751 0461293  83.9855 281.3535 13.11534172483264
THOR ABLESTAR DEB,1 48814U 61015MS  24001.39556985  .00002756  00000-0  23364-2 0  9995,2 48814  65.9134 356.9277 0034178 255.0027 104.7259 13.88805656510451
THOR ABLESTAR DEB,1 48815U 61015MT  23355.85818340  .00022812  00000-0  66936-2 0  9991,2 48815  65.8076 135.0893 0030360 219.8211 140.0658 14.43520708 28889
THOR ABLESTAR DEB,1 48816U 61015MU  23355.41966164  .00001175  00000-0  73628-3 0  9998,2 48816  66.8071  22.4841 0101253 127.7093 233.3226 14.05519893517963
THOR ABLESTAR DEB,1 48817U 61015MV  23365.35243170  .00000302  00000-0  26347-3 0  9995,2 48817  65.8420 122.3685 0217093 309.3454  48.8551 13.89081216512370
THOR ABLESTAR DEB,1 48819U 61015MX  24002.42069016  .00000322  00000-0  34311-3 0  9991,2 48819  66.5356 149.7901 0032713 300.9843  58.8019 13.86397218511856
THOR ABLESTAR DEB,1 48820U 61015MY  24002.32854377  .00000591  00000-0  73398-3 0  9990,2 48820  65.8474 333.8868 0144872 241.9102 116.7248 13.67841993505811
THOR ABLESTAR DEB,1 48821U 61015MZ  23364.68328196  .00000635  00000-0  18190-2 0  9992,2 48821  67.9348  18.5408 0514107  32.3448 330.8026 12.76693086439567
THOR ABLESTAR DEB,1 48822U 61015NA  23344.91725081  .00000085  00000-0  95342-4 0  9996,2 48822  66.7150 154.0878 0123055 309.7141  49.3147 14.05326640107079
THOR ABLESTAR DEB,1 48823U 61015NB  24001.96140924  .00000567  00000-0  21780-3 0  9999,2 48823  66.6570 209.8042 0116675   3.3513 356.8340 14.34063184528933
THOR ABLESTAR DEB,1 48824U 61015NC  23363.48225204  .00000257  00000-0  20966-3 0  9993,2 48824  67.0049   3.4911 0098804 242.0944 117.0111 14.02076505516910
THOR ABLESTAR DEB,1 48825U 61015ND  23351.26301213  .00009943  00000-0  35717-2 0  9992,2 48825  65.7997 297.1724 0044092 264.1782  95.4283 14.33611732522846
THOR ABLESTAR DEB,1 48826U 61015NE  23365.22343843  .00001458  00000-0  60460-3 0  9996,2 48826  66.5968 207.8106 0057934 263.2879 205.9906 14.28475452526050
THOR ABLESTAR DEB,1 48827U 61015NF  24002.14606546  .00000150  00000-0  31464-3 0  9999,2 48827  68.1607 275.7381 0352065 191.7182 167.5527 13.29840641490501
THOR ABLESTAR DEB,1 48828U 61015NG  24002.44718826  .00001232  00000-0  98437-3 0  9993,2 48828  66.7595 162.6717 0056083  23.4773   8.6349 13.93524899514461
THOR ABLESTAR DEB,1 48829U 61015NH  23343.92578473  .00003726  00000-0  12401-2 0  9992,2 48829  65.8746 167.8144 0079919 209.7513 149.9026 14.36977455525534
THOR ABLESTAR DEB,1 48830U 61015NJ  23363.55105938  .00000595  00000-0  49364-3 0  9997,2 48830  66.9097  60.2538 0012342 180.0668 180.0415 13.95542181480243
FALCON 9 DEB,1 48837U 21041BL  24001.91201928  .00002969  00000-0  24864-3 0  9990,2 48837  53.0307 173.5958 0013299 298.4857  61.4790 15.01318134141544
CZ-4B DEB,1 49046U 20067H   24002.13802392  .00002205  00000-0  37006-3 0  9992,2 49046  97.8616  61.8513 0031938 307.9855  51.8468 14.70341311151720
ATLAS 5 CENTAUR DEB,1 49048U 14055DG  23344.27474996 -.00000019  00000-0  00000+0 0  9994,2 49048  20.1999 213.5826 4941327  47.3029 345.0445  1.93401144 29259
ARIANE 5 DEB (SYLDA),1 49057U 21069C   24002.50241486  .00070166  00000-0  13116-1 0  9994,2 49057   3.1650  49.8619 6931961 266.1995  18.8081  2.73760345 22065
NIMBUS 2 DEB,1 49249U 66040BX  24001.95076129  .00002110  00000-0  41281-2 0  9992,2 49249 100.4675 177.5649 0058750 232.5976 126.9791 13.36696419119128
FREGAT DEB,1 49271U 11037PF  24002.42292413  .00005989  00000-0  13438-1 0  9991,2 49271  51.6488 102.9280 1005617 132.5742 236.4517 12.11327818114966
ARIANE 5 DEB (SYLDA),1 49334U 21095C   24001.85978232  .00070361  00000-0  82180-2 0  9999,2 49334   5.9168 205.0175 6607533 273.5041  18.7326  3.19037953 21871
ATLAS 5 CENTAUR DEB,1 49341U 18079ES  24001.19506134 -.00000073  00000-0  00000-0 0  9993,2 49341  11.7063 119.5026 4742966 140.7067 265.5669  1.75101585 14971
ATLAS 5 CENTAUR DEB,1 49342U 18079ET  23360.36830912 -.00000144  00000-0  00000-0 0  9993,2 49342  11.9140 107.2997 4811664 177.4099 186.3831  1.84612577 15672
ATLAS 5 CENTAUR DEB,1 49343U 18079EU  24001.62622313 -.00000069  00000-0  00000-0 0  9996,2 49343  10.8933 133.4924 4687705 124.4256 289.0027  1.74722654 14940
ATLAS 5 CENTAUR DEB,1 49348U 18079EZ  23362.88984779 -.00000125  00000-0  00000-0 0  9998,2 49348  12.2523  92.0755 4410024 216.0648 103.9787  2.01925866 17209
ATLAS 5 CENTAUR DEB,1 49349U 18079FA  24002.44241194 -.00000101  00000-0  00000-0 0  9994,2 49349  11.7136 113.0846 4727853 164.2499 217.8330  1.82941557 15668
ATLAS 5 CENTAUR DEB,1 49351U 18079FC  23363.84859642 -.00000077  00000-0  00000-0 0  9995,2 49351  11.0164 129.7885 4781360 124.1759 290.5561  1.72252847 14680
ATLAS 5 CENTAUR DEB,1 49352U 18079FD  24001.85300621 -.00000056  00000-0  00000-0 0  9992,2 49352  10.2823 151.4137 4678201  94.3072 318.4725  1.68340866 14407
ATLAS 5 CENTAUR DEB,1 49353U 18079FE  24001.29683960 -.00000104  00000-0  00000-0 0  9995,2 49353  12.1454  95.8254 4807852 209.9179 110.7090  1.95330279   644
ATLAS 5 CENTAUR DEB,1 49356U 18079FH  24001.58118903 -.00000077  00000-0  00000-0 0  9999,2 49356  11.4966 119.4144 4734008 148.1703 251.9713  1.78471778 15262
ATLAS 5 CENTAUR DEB,1 49358U 18079FK  24001.68823360 -.00000109  00000-0  00000-0 0  9998,2 49358  11.9377 106.8318 4831606 177.4530 186.3069  1.83761223 15722
ATLAS 5 CENTAUR DEB,1 49359U 18079FL  24001.55511718 -.00000107  00000-0  00000-0 0  9994,2 49359  11.9948 104.8035 4749857 183.5640 171.1181  1.87008021 15997
ATLAS 5 CENTAUR DEB,1 49360U 18079FM  23358.53716445 -.00000130  00000-0  00000-0 0  9998,2 49360  11.3956 123.0804 4469329 154.4164 236.8830  1.88083162 15934
ATLAS 5 CENTAUR DEB,1 49361U 18079FN  23364.90219749 -.00000061  00000-0  00000-0 0  9995,2 49361   9.7760 165.6763 4862274  57.2400 340.6170  1.51808733 12964
ATLAS 5 CENTAUR DEB,1 49362U 18079FP  24001.25709847 -.00000085  00000-0  00000+0 0  9991,2 49362  11.7266 114.8563 4934363 154.1076 242.2708  1.75825925 15019
ATLAS 5 CENTAUR DEB,1 49363U 18079FQ  24001.82784892 -.00000101  00000-0  00000-0 0  9998,2 49363  11.6174 117.6256 4924159 171.2304 202.2013  1.83694552 15714
ATLAS 5 CENTAUR DEB,1 49364U 18079FR  24001.51456227 -.00000118  00000-0  00000-0 0  9991,2 49364  12.0252  88.3247 5155939 186.5560 162.3884  1.70093638 14543
ATLAS 5 CENTAUR DEB,1 49368U 18079FV  23364.37029551 -.00000076  00000-0  00000-0 0  9999,2 49368  10.7994 133.2437 4647495 125.8866 286.5661  1.77237038 15211
ATLAS 5 CENTAUR DEB,1 49370U 18079FX  23364.40126017 -.00000124  00000-0  00000-0 0  9995,2 49370  12.8261  91.7246 4803095 193.6771 146.3160  1.85921738   293
ATLAS 5 CENTAUR DEB,1 49376U 18079GD  23358.12639104 -.00000073  00000-0  00000-0 0  9992,2 49376   9.7055 164.7499 4961149  81.8947 329.4909  1.65541071   341
ATLAS 5 CENTAUR DEB,1 49378U 18079GF  23365.55563700 -.00000061  00000-0  00000-0 0  9994,2 49378  10.0131 155.0903 4816793  86.4839 325.2561  1.64406491 13832
YZ-1S DEB,1 49385U 21099C   24002.30005334  .00003324  00000-0  64312-3 0  9997,2 49385  98.1759 129.7318 0006810 315.6213  44.4443 14.64002814115377
NOAA 17 DEB,1 49474U 02032DC  24002.11204090  .00006352  00000-0  22690-2 0  9997,2 49474  98.6671 313.7503 0008050  35.0370 325.1342 14.34430782134138
NOAA 17 DEB,1 49475U 02032DD  24002.28341154  .00029085  00000-0  75106-2 0  9997,2 49475  98.4827 303.7946 0012461  45.5000 314.7210 14.49824982134545
NOAA 17 DEB,1 49476U 02032DE  24002.34674939  .00008678  00000-0  30018-2 0  9993,2 49476  98.6908 318.2224 0010786  18.5760 341.5817 14.35919131134401
NOAA 17 DEB,1 49478U 02032DG  24001.37271683  .00007061  00000-0  24496-2 0  9994,2 49478  98.8499 335.1962 0014198  18.1711 341.9979 14.35830412134036
NOAA 17 DEB,1 49479U 02032DH  24002.19234344  .00001182  00000-0  35132-3 0  9997,2 49479  98.8561 356.5676 0065458 188.7026 171.3033 14.43948891135266
NOAA 17 DEB,1 49480U 02032DJ  24002.21430749  .00047865  00000-0  82886-2 0  9994,2 49480  98.7583 352.1648 0030132 102.1470 258.3111 14.67784118135175
NOAA 17 DEB,1 49481U 02032DK  24002.29989274  .00012349  00000-0  43136-2 0  9999,2 49481  98.7179 317.7125 0028160  94.7016 265.7386 14.35134257133749
NOAA 17 DEB,1 49482U 02032DL  24001.86862836  .00011321  00000-0  29365-2 0  9993,2 49482  98.7148 337.7313 0025169 191.4788 168.5834 14.49726500132788
NOAA 17 DEB,1 49483U 02032DM  23365.91310334  .00018017  00000-0  40601-2 0  9998,2 49483  98.7267 341.9912 0036058 245.2798 114.4644 14.56005781132734
NOAA 17 DEB,1 49484U 02032DN  24001.32039632  .00013324  00000-0  42534-2 0  9994,2 49484  98.6960 319.8526 0020808  48.0112 312.2843 14.39686580131724
NOAA 17 DEB,1 49485U 02032DP  23344.72408832  .00004769  00000-0  15864-2 0  9999,2 49485  98.9002 322.7651 0027694 218.8410 141.0786 14.37942589128929
NOAA 17 DEB,1 49486U 02032DQ  24001.82912500  .00024045  00000-0  47029-2 0  9991,2 49486  98.8821   9.7217 0043921 221.5941 138.1915 14.62216080133441
NOAA 17 DEB,1 49487U 02032DR  24002.39618204  .00007686  00000-0  24639-2 0  9993,2 49487  98.8282 339.6145 0041261 142.0739 218.3366 14.39279516146324
NOAA 17 DEB,1 49489U 02032DT  24001.76077130  .00011443  00000-0  31814-2 0  9991,2 49489  98.7895 342.3124 0059060 281.1621  78.2933 14.45562176125126
NOAA 17 DEB,1 49491U 02032DV  24002.22198846  .00052469  00000-0  71703-2 0  9998,2 49491  98.7435   3.5883 0047222  85.4035 275.2565 14.77553810147717
COSMOS 1408 DEB,1 49527U 82092Q   24002.41752725  .00048575  00000-0  48367-2 0  9998,2 49527  82.3877 165.6738 0407540 245.0946 110.7382 14.45243804110784
COSMOS 1408 DEB,1 49529U 82092S   24002.29739199  .00099250  00000-0  27129-2 0  9995,2 49529  82.3440  88.2194 0097934   9.7744 350.5370 15.32224737115889
COSMOS 1408 DEB,1 49537U 82092AA  24002.61208280  .00016069  00000-0  79031-3 0  9999,2 49537  82.5531  96.4526 0127597 278.0202  80.6566 15.10917912116676
COSMOS 1408 DEB,1 49539U 82092AC  24002.46070045  .00047433  00000-0  46395-2 0  9995,2 49539  82.1939 152.3856 0396734 276.3429  79.2734 14.47747976110302
COSMOS 1408 DEB,1 49590U 82092CF  24002.20819600  .03058898  20883-1  29486-2 0  9996,2 49590  82.5245  69.2092 0006562 230.2562 129.8147 16.15592908118347
COSMOS 1408 DEB,1 49604U 82092CV  24002.58891178  .00037967  00000-0  83641-3 0  9996,2 49604  82.5095  66.5694 0042253 211.1242 148.7503 15.42790102118176
COSMOS 1408 DEB,1 49619U 82092DL  24002.36989397  .00063915  00000-0  59704-2 0  9993,2 49619  81.9574 124.4758 0390064 277.6657  78.0414 14.50398808110549
COSMOS 1408 DEB,1 49708U 82092HD  24002.56103198  .00063836  00000-0  47733-3 0  9993,2 49708  82.5972  49.1024 0015489 224.4704 135.5317 15.72289311118951
COSMOS 1408 DEB,1 49709U 82092HE  24002.25911122  .00168543  00000-0  19577-2 0  9999,2 49709  82.6048  80.2890 0038210 199.2182 160.7637 15.60296573117038
COSMOS 1408 DEB,1 49789U 82092JF  24002.25663760  .00043174  00000-0  11493-2 0  9990,2 49789  82.6021  83.1740 0064891 210.5590 149.1868 15.35839339117512
COSMOS 1408 DEB,1 49840U 82092KX  24002.24147838  .00042766  00000-0  12149-2 0  9995,2 49840  82.4810  78.5394 0079567 293.0358  66.2506 15.32804442115296
COSMOS 1408 DEB,1 49844U 82092LB  24002.57433383  .00079405  00000-0  72003-3 0  9994,2 49844  82.5589  54.6794 0009724 145.3168 214.8729 15.67688540117331
COSMOS 1408 DEB,1 49892U 82092NB  24002.57693106  .00559249  13809-3  10448-2 0  9995,2 49892  82.5471  49.2527 0007030 193.6326 166.4764 16.00942985119515
COSMOS 2499 DEB,1 49924U 14028F   24001.66201852  .00003754  00000-0  11925-1 0  9998,2 49924  82.5036 135.7511 0267789 264.0756  92.9774 12.91697155102160
COSMOS 2499 DEB,1 49925U 14028G   24001.09481516  .00007087  00000-0  18747-1 0  9995,2 49925  82.5024 131.5774 0310553 241.1518 115.8100 13.00107037102303
COSMOS 2499 DEB,1 49926U 14028H   23360.70100876  .00011165  00000-0  34243-1 0  9999,2 49926  82.4148 140.6896 0340457 297.8175  58.8811 12.87610428101030
COSMOS 2499 DEB,1 49927U 14028J   23344.18954557  .00001069  00000-0  32817-2 0  9995,2 49927  82.4826 149.7730 0299216 322.3201  35.7275 12.90942268 99118
COSMOS 2499 DEB,1 49929U 14028L   24001.10135569  .00002380  00000-0  78651-2 0  9997,2 49929  82.5425 141.7709 0276662 283.6541  73.3901 12.88246144101799
COSMOS 2499 DEB,1 49931U 14028N   23354.77985153  .00002933  00000-0  97368-2 0  9995,2 49931  82.5441 149.1906 0272649 306.0220  51.5893 12.88304475100515
COSMOS 2499 DEB,1 49933U 14028Q   24002.09552632  .00002031  00000-0  65508-2 0  9995,2 49933  82.5613 140.2170 0276962 277.7507  79.2238 12.89802144102099
COSMOS 2499 DEB,1 49936U 14028T   23360.11889765  .00008107  00000-0  21586-1 0  9994,2 49936  82.5342 141.8411 0361399 259.1265  96.8987 12.94641115101236
COSMOS 2499 DEB,1 49937U 14028U   23348.75940641  .00005776  00000-0  16545-1 0  9990,2 49937  82.4913 150.4130 0354211 319.5021  38.0207 12.90667600 99221
COSMOS 2499 DEB,1 49939U 14028W   23357.14678915  .00002452  00000-0  85160-2 0  9995,2 49939  82.5044 147.6438 0273019 320.9834  37.1849 12.85159695100131
COSMOS 2499 DEB,1 49940U 14028X   23344.75059824  .00003594  00000-0  97885-2 0  9997,2 49940  82.4886 143.6929 0315483 305.2990  51.8987 12.97698070 99364
COSMOS 2499 DEB,1 49941U 14028Y   23350.74392888  .00001877  00000-0  63119-2 0  9999,2 49941  82.5581 152.5562 0257685 318.3521  39.8210 12.88486446 99518
COSMOS 2499 DEB,1 49942U 14028Z   23359.39501025  .00002847  00000-0  11127-1 0  9994,2 49942  82.4579 146.4927 0207057 328.5869  30.2999 12.81714689100101
COSMOS 2499 DEB,1 49944U 14028AB  23348.79689651  .00001043  00000-0  41676-2 0  9990,2 49944  82.4520 153.9686 0200063   4.0013 356.2631 12.80074665 97786
SATCOM 3 DEB,1 49955U 79101Z   23360.17182338 -.00000105  00000-0  00000+0 0  9993,2 49955   7.2056 197.1039 4828541 255.1256  48.2166  1.81762858 62160
SATCOM 3 DEB,1 49957U 79101AB  23364.72427536 -.00000089  00000-0  00000+0 0  9993,2 49957   7.6199 198.4997 4885409 249.4758   5.2586  1.82010861 90217
SATCOM 3 DEB,1 49958U 79101AC  24001.23845034 -.00000068  00000-0  00000-0 0  9994,2 49958  11.1114  71.6458 4599498 132.5927 277.8586  1.73002449 97654
SATCOM 3 DEB,1 49959U 79101AD  23349.04289216 -.00000058  00000-0  00000-0 0  9991,2 49959   6.8199 221.8278 4784853 219.2622 338.6016  1.80682602 66523
SATCOM 3 DEB,1 49960U 79101AE  23348.10503287 -.00000043  00000-0  00000-0 0  9990,2 49960   8.6072 297.6836 5425695  50.0430 346.3214  1.86916210 59340
COSMOS 1408 DEB,1 49996U 82092QP  24002.30393044  .00123919  00000-0  19155-2 0  9990,2 49996  82.6346  88.9057 0056129 264.2889  95.1962 15.51822426116788
BREEZE-M DEB (TANK),1 50004U 21123D   24001.27678106  .00000888  00000-0  80556-3 0  9993,2 50004  49.5849 303.2666 6364089 100.4202 332.3391  3.44442981 25674
COSMOS 1408 DEB,1 50010U 82092QW  24002.59909461  .00450208  76291-4  13844-2 0  9998,2 50010  82.5347  54.7390 0008151 159.6110 200.5490 15.91718761117491
COSMOS 1408 DEB,1 50014U 82092RA  24002.23657349  .00104877  00000-0  14567-2 0  9990,2 50014  82.5583  72.6929 0045301 183.7971 176.2947 15.55409404116390
COSMOS 1408 DEB,1 50020U 82092RG  24002.59803984  .00041789  00000-0  53699-3 0  9996,2 50020  82.6191  60.8611 0007128 164.5378 195.6097 15.58884559117420
COSMOS 1408 DEB,1 50032U 82092RU  24002.56510379  .00003803  00000-0  10604-3 0  9993,2 50032  82.5668  61.0172 0017625 252.6989 107.2327 15.36265548116674
COSMOS 1408 DEB,1 50035U 82092RX  24002.25320626  .01900571  28214-2  25223-2 0  9996,2 50035  82.5739  75.3147 0010253 208.5788 151.4933 16.07348376118556
COSMOS 1408 DEB,1 50051U 82092SP  24002.58232416  .00098698  00000-0  15143-2 0  9997,2 50051  82.5138  72.3265 0052141 206.5438 153.3144 15.52347432118092
COSMOS 1408 DEB,1 50058U 82092SW  24002.60009278  .00008615  00000-0  25903-3 0  9991,2 50058  82.6184  73.0434 0032795 161.9038 198.3381 15.33673884118296
COSMOS 1408 DEB,1 50069U 82092TH  24002.20877828  .00072338  00000-0  13334-2 0  9990,2 50069  82.4972  68.7230 0054131 194.7089 165.2589 15.47209679117793
COSMOS 1408 DEB,1 50123U 82092VP  24002.59910704  .00026216  00000-0  45196-3 0  9990,2 50123  82.5599  56.8316 0010398 140.8937 219.3068 15.50834722119213
ORBCOMM FM 5 DEB,1 50140U 97084L   24002.43415362  .00001459  00000-0  48801-3 0  9997,2 50140  45.0174  32.8190 0002095  48.5148 311.5882 14.41598090110182
ORBCOMM FM 5 DEB,1 50146U 97084S   24002.45722516  .00042888  00000-0  90642-2 0  9997,2 50146  45.0247  38.1613 0045916 280.8023  78.7668 14.58080055108816
MINOTAUR 4 DEB,1 50148U 20046F   24002.03658005  .00019444  00000-0  12038-2 0  9993,2 50148  54.1987 229.0708 0025479 340.2784  19.7234 15.09577984114284
MINOTAUR 4 DEB,1 50151U 20046J   24001.80964239  .00019977  00000-0  10225-2 0  9997,2 50151  54.0237 185.8162 0013806  63.8117 296.4307 15.16569870114555
ATLAS 5 CENTAUR DEB,1 50214U 21118D   24001.63820262  .00000108  00000-0  00000-0 0  9990,2 50214   1.9764  89.0767 0013173  25.5601  90.4918  0.99326892  7503
COSMOS 1408 DEB,1 50284U 82092YZ  24002.59877442  .00038722  00000-0  56409-3 0  9993,2 50284  82.6670  68.5437 0015709 187.5252 172.5770 15.55396448115663
CZ-7A DEB,1 50324U 21129D   24001.83824489  .00049423  00000-0  28095-2 0  9990,2 50324  19.3995 243.0075 6413609 157.2346 253.3891  3.48656629 20822
COSMOS 1408 DEB,1 50329U 82092AAP 24002.58711168  .00081923  00000-0  52738-3 0  9996,2 50329  82.5289  41.8693 0015578  21.5363 338.6554 15.75731492115388
COSMOS 1408 DEB,1 50349U 82092ABK 24002.57768845  .00127674  00000-0  83779-3 0  9994,2 50349  82.6755  66.6312 0015352 160.1007 200.0860 15.75186241115475
COSMOS 1408 DEB,1 50351U 82092ABM 23365.70662975  .00018800  00000-0  85965-3 0  9999,2 50351  82.5254 103.7118 0150427 309.9041  48.9042 15.10782418115896
COSMOS 1408 DEB,1 50363U 82092ABZ 24002.59536739  .00028179  00000-0  94972-3 0  9994,2 50363  82.4158  71.3727 0076830 283.8261  75.4437 15.27725137114330
COSMOS 1408 DEB,1 50404U 82092ADS 24002.46392017  .00018824  00000-0  22212-2 0  9998,2 50404  82.2504 167.7138 0475037 302.8723  52.7577 14.27510579107967
COSMOS 1408 DEB,1 50523U 82092AGW 24002.19399327  .00378973  00000-0  33157-2 0  9995,2 50523  82.5077  87.0416 0054136 257.1788 102.3419 15.65918792112523
COSMOS 1408 DEB,1 50535U 82092AHJ 24002.58099882  .00789639  26404-3  21376-2 0  9998,2 50535  82.4925  63.6592 0016081 188.9211 171.1780 15.94044562113883
COSMOS 1408 DEB,1 50560U 82092AJK 24002.60089902  .01917579  29617-2  24307-2 0  9993,2 50560  82.4921  65.1807 0007247 198.4293 161.6728 16.08181330113475
COSMOS 1408 DEB,1 50578U 82092AJW 24002.17117113  .00029018  00000-0  60088-3 0  9991,2 50578  82.7156  80.9071 0025517 191.6922 168.3738 15.45254195114408
COSMOS 1408 DEB,1 50619U 82092ALP 24002.56053582  .00090735  00000-0  82808-3 0  9997,2 50619  82.5516  57.3569 0014624 154.8182 205.3795 15.67419616114217
COSMOS 1408 DEB,1 50621U 82092ALR 24002.18205561  .00008387  00000-0  29141-3 0  9997,2 50621  82.5808  75.7437 0052540 193.1305 166.8572 15.28224376113109
COSMOS 1408 DEB,1 50669U 82092ANR 24002.16611476  .01491631 -12223-5  96038-3 0  9997,2 50669  82.6825  62.4408 0008845 225.7331 134.3232 16.17379289114390
COSMOS 1408 DEB,1 50689U 82092APM 24002.59432080  .00014410  00000-0  32213-3 0  9992,2 50689  82.5129  56.8824 0047626 114.6849 245.9368 15.42114840112795
COSMOS 1408 DEB,1 50730U 82092ARE 24002.48659266  .00026654  00000-0  51770-3 0  9996,2 50730  82.5629  61.1299 0017507 165.1945 194.9822 15.47313515113519
COSMOS 1818 COOLANT,1 50787U 87011BC  23344.21245752  .00000657  00000-0  26393-3 0  9992,2 50787  65.0070 264.0292 0020300 284.5838 149.4086 14.35230129413577
COSMOS 1818 COOLANT,1 50791U 87011BG  23344.17511992  .00000690  00000-0  27621-3 0  9996,2 50791  65.0108 270.1526 0019443 286.0577  73.8368 14.35082703526239
COSMOS 1818 COOLANT,1 50792U 87011BH  23346.39076596  .00000669  00000-0  26696-3 0  9996,2 50792  65.0096 255.7705 0020576 283.8693 185.3238 14.35393813526396
COSMOS 1867 COOLANT,1 50794U 87060AW  23340.69414288  .00000827  00000-0  33874-3 0  9995,2 50794  65.0165  84.7296 0017722 283.3015  76.6094 14.32835620276446
COSMOS 2499 DEB,1 50802U 14028AC  23341.17752613  .00003496  00000-0  87281-2 0  9995,2 50802  82.5353 146.2755 0317059 282.4751  74.1065 13.03163000 98329
COSMOS 1408 DEB,1 50937U 82092AWG 24002.15548439  .00078396  00000-0  92808-3 0  9995,2 50937  82.5680  62.6118 0023302 143.5927 216.6921 15.60634052111664
COSMOS 1408 DEB,1 50967U 82092AXN 24002.21369332  .00042135  00000-0  72747-3 0  9990,2 50967  82.7205  79.3447 0013714 157.8438 202.3410 15.50710969112514
COSMOS 1408 DEB,1 51184U 82092AZJ 24002.60625702  .00012708  00000-0  29110-3 0  9990,2 51184  82.4944  53.1318 0023728 117.7308 242.6350 15.42318110110776
COSMOS 1408 DEB,1 51225U 82092BBB 24001.57735229  .00024896  00000-0  53490-3 0  9996,2 51225  82.4622  57.6129 0054356 259.8911  99.6201 15.42915656111171
COSMOS 1408 DEB,1 51229U 82092BBF 23363.50447040  .05845473 -12168-5  21558-2 0  9994,2 51229  82.5181  76.7695 0011940 267.3867  92.6057 16.24438083111449
COSMOS 1408 DEB,1 51305U 82092BDX 24002.56350278  .00075475  00000-0  52681-3 0  9992,2 51305  82.4929  39.7425 0017384  36.1614 324.0822 15.73833258111632
COSMOS 1408 DEB,1 51322U 82092BEQ 24002.17622824  .00054422  00000-0  74777-3 0  9996,2 51322  82.7340  79.5503 0049446 228.2926 131.4095 15.55600427110781
COSMOS 1408 DEB,1 51435U 82092BKH 24001.48824419  .00018129  00000-0  60360-3 0  9995,2 51435  82.5591  79.0283 0064377 220.5837 139.0595 15.28964493108342
ORBCOMM FM 5 DEB,1 51448U 97084X   24002.27194872  .00000493  00000-0  23325-3 0  9992,2 51448  45.0143  87.4353 0037754 200.5200 159.4131 14.31694269108194
ORBCOMM FM 5 DEB,1 51450U 97084Z   23344.53443388  .00003147  00000-0  99115-3 0  9990,2 51450  44.9968 154.5804 0025685 115.1963 245.1553 14.41910785105344
MINOTAUR 4 DEB,1 51455U 20046T   23340.48154672  .00025457  00000-0  14199-2 0  9990,2 51455  54.1239 327.8814 0022393 309.3130  50.5890 15.13246506110458
ATLAS 5 CENTAUR DEB,1 51477U 14055DH  23365.18096496 -.00000101  00000-0  00000-0 0  9994,2 51477  20.0788 186.6822 5269776  91.2147 326.7882  1.94650589  9473
